fund_center_code,fund_code,functional_area_code,object_code,fund_center_name,fund_name,functional_area_name,accounting_object_name,service_area_code,program_code,sub_program_code,fund_center,division_code,bureau_code,bureau_name,fiscal_year,amount
FRPR000004,GENERAL,PSPR00,PERSONAL,Special Use Permits,General Fund,Prevention,Personnel Services,PS,PSPR,PSPR00,FRPR000004,FRPR,FR,Portland Fire & Rescue,2006-07,315874
TRMN000008,SPEC_REV,TPOPRE,PERSONAL,Recycling Facility,Special Revenue,Recycling Operations,Personnel Services,TP,TPOP,TPOPRE,TRMN000008,TRMN,TR,Portland Bureau of Transportation,2009-10,315965
TRED000002,SPEC_REV,TPCISU,PERSONAL,Permit Engineering,Special Revenue,CIP Support - Engineering Services,Personnel Services,TP,TPCI,TPCISU,TRED000002,TRED,TR,Portland Bureau of Transportation,2015-16,316003
TRMN000012,SPEC_REV,TPMASU,IMS,Structural Maintenance,Special Revenue,Structures,Internal Materials and Services,TP,TPMA,TPMASU,TRMN000012,TRMN,TR,Portland Bureau of Transportation,2015-16,316170
WAEN000001,ENTERPRISE,PUASBS,PERSONAL,Engineering-Office of Chief Engineer,Enterprise,Bureau Support,Personnel Services,PU,PUAS,PUASBS,WAEN000001,WAEN,WA,Portland Water Bureau,2015-16,316356
MFOP000010,INT_SVC,LAFLMR,FNDXFER,Maintenance & Repair,Internal Service,Maintenance and Repair,Fund Transfers - Expense,LA,LAFL,LAFLMR,MFOP000010,MFOP,MF,Office of Management & Finance,2015-16,316521
PKPR000014,GENERAL,PRRECS,PERSONAL,Sellwood Community Center,General Fund,Community and Socialization,Personnel Services,PR,PRRE,PRRECS,PKPR000014,PKPR,PK,Portland Parks & Recreation,2008-09,316555
MFPU000003,GENERAL,LASV00,EMS,Outside Services,General Fund,Outside Services,External Materials and Services,LA,LASV,LASV00,MFPU000003,MFPU,MF,Office of Management & Finance,2015-16,316558
PKPR000004,GENERAL,PRRECS,PERSONAL,Hillside Community Center,General Fund,Community and Socialization,Personnel Services,PR,PRRE,PRRECS,PKPR000004,PKPR,PK,Portland Parks & Recreation,2012-13,316578
NINL000004,GENERAL,CDNLNM,EMS,Neighborhood Mediation,General Fund,Neighborhood Mediation,External Materials and Services,CD,CDNL,CDNLNM,NINL000004,NINL,NI,Office of Neighborhood Involvement,2014-15,316625
PKPR000026,GENERAL,PRREAQ,PERSONAL,Columbia Pool,General Fund,Aquatics,Personnel Services,PR,PRRE,PRREAQ,PKPR000026,PKPR,PK,Portland Parks & Recreation,2013-14,316757
FREO000001,GENERAL,PSEO00,PERSONAL,Portland EOPS Administration,General Fund,Emergency Operations,Personnel Services,PS,PSEO,PSEO00,FREO000001,FREO,FR,Portland Fire & Rescue,2008-09,316806
PNSD000004,SPEC_REV,CDTEBU,PERSONAL,Sustainability Education and Assistance,Special Revenue,Business Sustainability Assistance,Personnel Services,CD,CDTE,CDTEBU,PNSD000004,PNSD,PN,Bureau of Planning & Sustainability,2010-11,316885
PKPR000022,GENERAL,PRRECS,PERSONAL,Peninsula Park Community Center,General Fund,Community and Socialization,Personnel Services,PR,PRRE,PRRECS,PKPR000022,PKPR,PK,Portland Parks & Recreation,2006-07,317028
WAEN000011,ENTERPRISE,PUDIME,IMS,Engineering-Contract Administration,Enterprise,Meters,Internal Materials and Services,PU,PUDI,PUDIME,WAEN000011,WAEN,WA,Portland Water Bureau,2012-13,317113
TRTS000003,SPEC_REV,TPCIPR,EMS,Signals & Street Lighting,Special Revenue,Preservation and Rehabilitation,External Materials and Services,TP,TPCI,TPCIPR,TRTS000003,TRTS,TR,Portland Bureau of Transportation,2008-09,317118
TRMN000012,SPEC_REV,TPMAIN,PERSONAL,Structural Maintenance,Special Revenue,Indirect Services,Personnel Services,TP,TPMA,TPMAIN,TRMN000012,TRMN,TR,Portland Bureau of Transportation,2014-15,317124
PNCP000001,GENERAL,CDSPUD,PERSONAL,Planning and Urban Design,General Fund,Urban Design,Personnel Services,CD,CDSP,CDSPUD,PNCP000001,PNCP,PN,Bureau of Planning & Sustainability,2014-15,317147
MFOP000036,ENTERPRISE,LAASSF,FNDXFER,Spec Fac Admin,Enterprise,Spectator Facilities,Fund Transfers - Expense,LA,LAAS,LAASSF,MFOP000036,MFOP,MF,Office of Management & Finance,2013-14,317230
MFOP000014,INT_SVC,LAMR00,EMS,Replacement,Internal Service,Maintenance & Repair,External Materials and Services,LA,LAMR,LAMR00,MFOP000014,MFOP,MF,Office of Management & Finance,2009-10,317238
PKWC000016,GENERAL,PRRECS,PERSONAL,Community Gardens,General Fund,Community and Socialization,Personnel Services,PR,PRRE,PRRECS,PKWC000016,PKWC,PK,Portland Parks & Recreation,2014-15,317349
MFTS000055,INT_SVC,LAIEMH,EMS,800 MHz System,Internal Service,800 MHz,External Materials and Services,LA,LAIE,LAIEMH,MFTS000055,MFTS,MF,Office of Management & Finance,2006-07,317500
PLIN000029,GENERAL,PSCVCV,EMS,Tow/Store Charges,General Fund,Cycle of Violence Reduction,External Materials and Services,PS,PSCV,PSCVCV,PLIN000029,PLIN,PL,Portland Police Bureau,2007-08,317553
WAOP000001,ENTERPRISE,PUASBS,PERSONAL,Operations-Water Group,Enterprise,Bureau Support,Personnel Services,PU,PUAS,PUASBS,WAOP000001,WAOP,WA,Portland Water Bureau,2007-08,317611
MFTS000054,INT_SVC,LAIEMH,PERSONAL,800 MHz Overhead,Internal Service,800 MHz,Personnel Services,LA,LAIE,LAIEMH,MFTS000054,MFTS,MF,Office of Management & Finance,2006-07,317648
DSIS000002,SPEC_REV,CDCMCM,PERSONAL,Facilities Permits - Electrical,Special Revenue,Commercial Inspections,Personnel Services,CD,CDCM,CDCMCM,DSIS000002,DSIS,DS,Bureau of Development Services,2006-07,317660
MFTS000064,INT_SVC,LAASSO,EMS,Inventory Control,Internal Service,Stores & Order Fullfillment,External Materials and Services,LA,LAAS,LAASSO,MFTS000064,MFTS,MF,Office of Management & Finance,2008-09,317665
PKWC000021,GENERAL,PRCYVS,EMS,Security Coordinator,General Fund,Visitor Services,External Materials and Services,PR,PRCY,PRCYVS,PKWC000021,PKWC,PK,Portland Parks & Recreation,2007-08,317676
MFCP000002,SPEC_REV,PSPS00,PERSONAL,Public Safety System Revitalization,Special Revenue,Public Safety Systems Revitalization Program,Personnel Services,PS,PSPS,PSPS00,MFCP000002,MFCP,MF,Office of Management & Finance,2010-11,317682
ESWS000005,ENTERPRISE,PUWSEP,PERSONAL,Regulatory Policy,Enterprise,Environmental Policy,Personnel Services,PU,PUWS,PUWSEP,ESWS000005,ESWS,ES,Bureau of Environmental Services,2007-08,317721
PKPR000014,GENERAL,PRRECS,PERSONAL,Sellwood Community Center,General Fund,Community and Socialization,Personnel Services,PR,PRRE,PRRECS,PKPR000014,PKPR,PK,Portland Parks & Recreation,2014-15,317724
PNCP000001,GENERAL,CDAPRI,PERSONAL,Planning and Urban Design,General Fund,River Planning,Personnel Services,CD,CDAP,CDAPRI,PNCP000001,PNCP,PN,Bureau of Planning & Sustainability,2011-12,317735
TRMN000012,SPEC_REV,TPMASU,IMS,Structural Maintenance,Special Revenue,Structures,Internal Materials and Services,TP,TPMA,TPMASU,TRMN000012,TRMN,TR,Portland Bureau of Transportation,2011-12,317735
PLIN000007,GENERAL,PSERER,IMS,Special Emergency Reaction Team,General Fund,Emergency Response & Problem Solving,Internal Materials and Services,PS,PSER,PSERER,PLIN000007,PLIN,PL,Portland Police Bureau,2010-11,317739
ESBS000006,ENTERPRISE,PUASBS,PERSONAL,Risk Services,Enterprise,Bureau Support,Personnel Services,PU,PUAS,PUASBS,ESBS000006,ESBS,ES,Bureau of Environmental Services,2011-12,317813
TRED000007,SPEC_REV,TPCISU,PERSONAL,Bridges & Structures,Special Revenue,CIP Support - Engineering Services,Personnel Services,TP,TPCI,TPCISU,TRED000007,TRED,TR,Portland Bureau of Transportation,2009-10,317888
PACO000004,GENERAL,LACODV,PERSONAL,Domestic Violence One-Stop Center,General Fund,Domestic Violence,Personnel Services,LA,LACO,LACODV,PACO000004,PACO,PA,Commissioner of Public Affairs,2014-15,317987
FRMS000006,GENERAL,PSASMS,PERSONAL,Station Operations,General Fund,Management Services,Personnel Services,PS,PSAS,PSASMS,FRMS000006,FRMS,FR,Portland Fire & Rescue,2010-11,318012
WAEN000021,ENTERPRISE,PUDIVG,PERSONAL,Engineering - Maintenance Engineering,Enterprise,Valves/Gates/Regulators,Personnel Services,PU,PUDI,PUDIVG,WAEN000021,WAEN,WA,Portland Water Bureau,2008-09,318069
TRMN000020,SPEC_REV,TPOPIN,PERSONAL,Street Cleaning,Special Revenue,Indirect Services,Personnel Services,TP,TPOP,TPOPIN,TRMN000020,TRMN,TR,Portland Bureau of Transportation,2008-09,318228
AUDA000004,GENERAL,LAAF00,PERSONAL,Assessments/Finance/Foreclosure,General Fund,"Assessments, Finance & Foreclosure",Personnel Services,LA,LAAF,LAAF00,AUDA000004,AUDA,AU,Office of the City Auditor,2011-12,318371
PKDI000003,SPEC_REV,PRSPBS,PERSONAL,Parks Local Option Levy,Special Revenue,Business Services,Personnel Services,PR,PRSP,PRSPBS,PKDI000003,PKDI,PK,Portland Parks & Recreation,2012-13,318419
PKPR000026,GENERAL,PRREAQ,PERSONAL,Columbia Pool,General Fund,Aquatics,Personnel Services,PR,PRRE,PRREAQ,PKPR000026,PKPR,PK,Portland Parks & Recreation,2011-12,318439
WAEN000022,ENTERPRISE,PUDIDM,PERSONAL,Engineering-Transmission/Mains Program,Enterprise,Distribution Mains,Personnel Services,PU,PUDI,PUDIDM,WAEN000022,WAEN,WA,Portland Water Bureau,2011-12,318441
DSAS000002,SPEC_REV,CDAS00,EMS,Information Services,Special Revenue,Administration & Support,External Materials and Services,CD,CDAS,CDAS00,DSAS000002,DSAS,DS,Bureau of Development Services,2012-13,318559
HCPG000004,SPEC_REV,CDHCNC,PERSONAL,Housing Investment & Portfolio Preservat,Special Revenue,New Construction,Personnel Services,CD,CDHC,CDHCNC,HCPG000004,HCPG,HC,Portland Housing Bureau,2011-12,318714
AUDA000004,GENERAL,LAAF00,PERSONAL,Assessments/Finance/Foreclosure,General Fund,"Assessments, Finance & Foreclosure",Personnel Services,LA,LAAF,LAAF00,AUDA000004,AUDA,AU,Office of the City Auditor,2012-13,318738
PKSB000007,ENTERPRISE,PRRESG,EMS,Eastmoreland Golf Course,Enterprise,Sports and Games,External Materials and Services,PR,PRRE,PRRESG,PKSB000007,PKSB,PK,Portland Parks & Recreation,2014-15,318750
ESWW000021,ENTERPRISE,PUASBS,PERSONAL,Inventory & Purchasing,Enterprise,Bureau Support,Personnel Services,PU,PUAS,PUASBS,ESWW000021,ESWW,ES,Bureau of Environmental Services,2014-15,318785
WAEN000016,ENTERPRISE,PUASBS,PERSONAL,Engineering-Survey & ROW Services,Enterprise,Bureau Support,Personnel Services,PU,PUAS,PUASBS,WAEN000016,WAEN,WA,Portland Water Bureau,2013-14,318803
MFCP000002,GENERAL,PSPS00,EMS,Public Safety System Revitalization,General Fund,Public Safety Systems Revitalization Program,External Materials and Services,PS,PSPS,PSPS00,MFCP000002,MFCP,MF,Office of Management & Finance,2006-07,318809
ESEN000018,ENTERPRISE,PUENSR,PERSONAL,Clean River Rewards Technical Assistance,Enterprise,Stormwater Retrofit,Personnel Services,PU,PUEN,PUENSR,ESEN000018,ESEN,ES,Bureau of Environmental Services,2013-14,318876
WAOP000014,ENTERPRISE,PUDIPT,IMS,Operations-Oper Engineers/Painters,Enterprise,Pump Stations/Tanks,Internal Materials and Services,PU,PUDI,PUDIPT,WAOP000014,WAOP,WA,Portland Water Bureau,2009-10,318949
TRED000009,SPEC_REV,TPCISU,IMS,Project Management,Special Revenue,CIP Support - Engineering Services,Internal Materials and Services,TP,TPCI,TPCISU,TRED000009,TRED,TR,Portland Bureau of Transportation,2013-14,318954
PNOP000001,GENERAL,CDASAD,PERSONAL,Administration,General Fund,Administration,Personnel Services,CD,CDAS,CDASAD,PNOP000001,PNOP,PN,Bureau of Planning & Sustainability,2010-11,319024
FRMS000001,GENERAL,PSASMS,PERSONAL,Planning & Administrative Svcs,General Fund,Management Services,Personnel Services,PS,PSAS,PSASMS,FRMS000001,FRMS,FR,Portland Fire & Rescue,2012-13,319040
PNCP000001,SPEC_REV,CDAPDI,PERSONAL,Planning and Urban Design,Special Revenue,District Planning,Personnel Services,CD,CDAP,CDAPDI,PNCP000001,PNCP,PN,Bureau of Planning & Sustainability,2011-12,319136
FRMS000006,GENERAL,PSASMS,IMS,Station Operations,General Fund,Management Services,Internal Materials and Services,PS,PSAS,PSASMS,FRMS000006,FRMS,FR,Portland Fire & Rescue,2008-09,319232
FRMS000002,GENERAL,PSASMS,EMS,MSD Administration,General Fund,Management Services,External Materials and Services,PS,PSAS,PSASMS,FRMS000002,FRMS,FR,Portland Fire & Rescue,2009-10,319269
PKSB000007,ENTERPRISE,PRRESG,EMS,Eastmoreland Golf Course,Enterprise,Sports and Games,External Materials and Services,PR,PRRE,PRRESG,PKSB000007,PKSB,PK,Portland Parks & Recreation,2006-07,319455
MFTS000075,INT_SVC,LAPD00,IMS,RegJIN Infrastructure,Internal Service,Production Services,Internal Materials and Services,LA,LAPD,LAPD00,MFTS000075,MFTS,MF,Office of Management & Finance,2015-16,319491
MFFS000001,GENERAL,LAACAD,IMS,Accounting - Administration/Operations,General Fund,Accounting Administration,Internal Materials and Services,LA,LAAC,LAACAD,MFFS000001,MFFS,MF,Office of Management & Finance,2014-15,319676
MFOP000001,SPEC_REV,LAASFS,EMS,Finance and Management Services,Special Revenue,Finance Services,External Materials and Services,LA,LAAS,LAASFS,MFOP000001,MFOP,MF,Office of Management & Finance,2006-07,319724
PKPR000007,GENERAL,PRINMN,EMS,Svcs SW Ops,General Fund,Maintenance,External Materials and Services,PR,PRIN,PRINMN,PKPR000007,PKPR,PK,Portland Parks & Recreation,2015-16,319745
ESWS000006,ENTERPRISE,PUWSWM,PERSONAL,Willamette Watershed,Enterprise,Watershed Management,Personnel Services,PU,PUWS,PUWSWM,ESWS000006,ESWS,ES,Bureau of Environmental Services,2015-16,319784
MFTS000001,INT_SVC,LACTCT,BOND,CTO Office,Internal Service,CTO Office,Debt Service,LA,LACT,LACTCT,MFTS000001,MFTS,MF,Office of Management & Finance,2010-11,319872
NINR000006,GENERAL,CDNRNO,PERSONAL,East Portland Neighborhood Office,General Fund,Neighborhood Outreach & Support,Personnel Services,CD,CDNR,CDNRNO,NINR000006,NINR,NI,Office of Neighborhood Involvement,2013-14,319899
WAFS000004,ENTERPRISE,PUASBS,PERSONAL,Finance & Support Svc-Office Support,Enterprise,Bureau Support,Personnel Services,PU,PUAS,PUASBS,WAFS000004,WAFS,WA,Portland Water Bureau,2012-13,319971
PKPR000018,GENERAL,PRRECS,PERSONAL,Montavilla Community Center,General Fund,Community and Socialization,Personnel Services,PR,PRRE,PRRECS,PKPR000018,PKPR,PK,Portland Parks & Recreation,2008-09,319988
FRCO000001,GENERAL,PSASCH,PERSONAL,Chief's Office,General Fund,Chief's Office,Personnel Services,PS,PSAS,PSASCH,FRCO000001,FRCO,FR,Portland Fire & Rescue,2009-10,320030
TRED000009,SPEC_REV,TPCI00,EMS,Project Management,Special Revenue,Capital Improvements,External Materials and Services,TP,TPCI,TPCI00,TRED000009,TRED,TR,Portland Bureau of Transportation,2012-13,320059
ESWW000016,ENTERPRISE,PUWWTR,EMS,Tryon Creek WWTP - Operations,Enterprise,Treatment,External Materials and Services,PU,PUWW,PUWWTR,ESWW000016,ESWW,ES,Bureau of Environmental Services,2015-16,320110
TRMN000001,SPEC_REV,TPMAIN,PERSONAL,Maintenance Administration & Support,Special Revenue,Indirect Services,Personnel Services,TP,TPMA,TPMAIN,TRMN000001,TRMN,TR,Portland Bureau of Transportation,2015-16,320116
ESEN000004,ENTERPRISE,PUENSD,IMS,Development Engineering,Enterprise,Systems Development,Internal Materials and Services,PU,PUEN,PUENSD,ESEN000004,ESEN,ES,Bureau of Environmental Services,2015-16,320165
PKPR000003,GENERAL,PRINMN,IMS,Turf Maintenance,General Fund,Maintenance,Internal Materials and Services,PR,PRIN,PRINMN,PKPR000003,PKPR,PK,Portland Parks & Recreation,2008-09,320297
PNDO000001,GENERAL,CDASDO,PERSONAL,Director's Office,General Fund,Director's Office,Personnel Services,CD,CDAS,CDASDO,PNDO000001,PNDO,PN,Bureau of Planning & Sustainability,2011-12,320526
PKPR000004,GENERAL,PRRECS,PERSONAL,Hillside Community Center,General Fund,Community and Socialization,Personnel Services,PR,PRRE,PRRECS,PKPR000004,PKPR,PK,Portland Parks & Recreation,2010-11,320610
MFOP000004,INT_SVC,LADIMD,PERSONAL,Mailing/Copier/Microfilm Services,Internal Service,Interoffice Mail,Personnel Services,LA,LADI,LADIMD,MFOP000004,MFOP,MF,Office of Management & Finance,2006-07,320724
MFFS000001,GENERAL,LAACAD,PERSONAL,Accounting - Administration/Operations,General Fund,Accounting Administration,Personnel Services,LA,LAAC,LAACAD,MFFS000001,MFFS,MF,Office of Management & Finance,2014-15,320725
WAEN000002,ENTERPRISE,PUCSSE,PERSONAL,Engineering-Emerg Mgmt Program,Enterprise,Security/Emergency Management,Personnel Services,PU,PUCS,PUCSSE,WAEN000002,WAEN,WA,Portland Water Bureau,2012-13,320741
ESPP000013,ENTERPRISE,PUPPEC,PERSONAL,Coordinated Site Analysis-Direct,Enterprise,Environmental Compliance,Personnel Services,PU,PUPP,PUPPEC,ESPP000013,ESPP,ES,Bureau of Environmental Services,2008-09,320817
ESWW000013,ENTERPRISE,PUWWCS,PERSONAL,Pump Station - Electrical & Instr,Enterprise,Collection System,Personnel Services,PU,PUWW,PUWWCS,ESWW000013,ESWW,ES,Bureau of Environmental Services,2007-08,320843
ESEN000005,ENTERPRISE,PUENSD,PERSONAL,Stormwater Early Assistance,Enterprise,Systems Development,Personnel Services,PU,PUEN,PUENSD,ESEN000005,ESEN,ES,Bureau of Environmental Services,2007-08,320938
ESEN000008,ENTERPRISE,PUENDE,PERSONAL,Surface Water Engineering,Enterprise,Design,Personnel Services,PU,PUEN,PUENDE,ESEN000008,ESEN,ES,Bureau of Environmental Services,2015-16,320946
PNPC000004,GENERAL,CDAPRI,PERSONAL,River Planning Project,General Fund,River Planning,Personnel Services,CD,CDAP,CDAPRI,PNPC000004,PNPC,PN,Bureau of Planning & Sustainability,2008-09,320957
MFTS000069,INT_SVC,LABS00,PERSONAL,Utility Billing App,Internal Service,Business Solutions,Personnel Services,LA,LABS,LABS00,MFTS000069,MFTS,MF,Office of Management & Finance,2014-15,320969
AUCA000001,GENERAL,LAAUAUCA,EMS,Audit Services,General Fund,CAFR Audit,External Materials and Services,LA,LAAU,LAAUAUCA,AUCA000001,AUCA,AU,Office of the City Auditor,2015-16,320972
WAOP000014,ENTERPRISE,PUSUGW,PERSONAL,Operations-Oper Engineers/Painters,Enterprise,Groundwater,Personnel Services,PU,PUSU,PUSUGW,WAOP000014,WAOP,WA,Portland Water Bureau,2008-09,321211
WAOP000014,ENTERPRISE,PUSUGW,PERSONAL,Operations-Oper Engineers/Painters,Enterprise,Groundwater,Personnel Services,PU,PUSU,PUSUGW,WAOP000014,WAOP,WA,Portland Water Bureau,2012-13,321292
ESPP000018,ENTERPRISE,PUPPEC,PERSONAL,Underground Injection Control,Enterprise,Environmental Compliance,Personnel Services,PU,PUPP,PUPPEC,ESPP000018,ESPP,ES,Bureau of Environmental Services,2010-11,321325
MFHR000013,INT_SVC,LALBAS,IMS,PPA Self Insured Plans,Internal Service,Administration & Support,Internal Materials and Services,LA,LALB,LALBAS,MFHR000013,MFHR,MF,Office of Management & Finance,2006-07,321387
TRMN000012,SPEC_REV,TPMAIN,PERSONAL,Structural Maintenance,Special Revenue,Indirect Services,Personnel Services,TP,TPMA,TPMAIN,TRMN000012,TRMN,TR,Portland Bureau of Transportation,2012-13,321493
ESWS000011,ENTERPRISE,PUWSSF,IMS,Science Fish and Wildlife,Enterprise,"Science, Fish & Wildlife",Internal Materials and Services,PU,PUWS,PUWSSF,ESWS000011,ESWS,ES,Bureau of Environmental Services,2013-14,321504
WAOP000014,ENTERPRISE,PUDIPT,IMS,Operations-Oper Engineers/Painters,Enterprise,Pump Stations/Tanks,Internal Materials and Services,PU,PUDI,PUDIPT,WAOP000014,WAOP,WA,Portland Water Bureau,2012-13,321518
PKDI000004,SPEC_REV,PRRECS,IMS,Portland Parks Trust,Special Revenue,Community and Socialization,Internal Materials and Services,PR,PRRE,PRRECS,PKDI000004,PKDI,PK,Portland Parks & Recreation,2015-16,321634
PKPR000022,GENERAL,PRRECS,PERSONAL,Peninsula Park Community Center,General Fund,Community and Socialization,Personnel Services,PR,PRRE,PRRECS,PKPR000022,PKPR,PK,Portland Parks & Recreation,2013-14,321683
PNSD000004,SPEC_REV,CDTEBU,PERSONAL,Sustainability Education and Assistance,Special Revenue,Business Sustainability Assistance,Personnel Services,CD,CDTE,CDTEBU,PNSD000004,PNSD,PN,Bureau of Planning & Sustainability,2009-10,321729
ESWS000011,ENTERPRISE,PUWSSF,IMS,Science Fish and Wildlife,Enterprise,"Science, Fish & Wildlife",Internal Materials and Services,PU,PUWS,PUWSSF,ESWS000011,ESWS,ES,Bureau of Environmental Services,2014-15,321853
PNSD000002,GENERAL,CDTSGB,EMS,"Policy, Research and Innovation",General Fund,Green Building & Development,External Materials and Services,CD,CDTS,CDTSGB,PNSD000002,PNSD,PN,Bureau of Planning & Sustainability,2010-11,321874
