Fund center code,fund code,functional area code,object code,FY 2015-16,FY 2014-15,FY 2013-14,FY 2012-13,FY 2011-12,FY 2010-11,FY 2009-10,FY 2008-09,FY 2007-08,FY 2006-07,fund center name,Fund Name,functional area name,accounting object name,Service Area Code,Program Code,Sub Program Code,Fund Center,Division Code,Bureau Code,Bureau Name
ESEN000003,ENTERPRISE,PUENSD,PERSONAL,970291,902613,814844,778091,757986,691411,532283,97721,183761,181613,Development Review,Enterprise,Systems Development,Personnel Services,PU,PUEN,PUENSD,ESEN000003,ESEN,ES,Bureau of Environmental Services
ESEN000003,ENTERPRISE,PUENSD,EMS,18448,22237,2264,1771,2090,2481,6455,393,0,0,Development Review,Enterprise,Systems Development,External Materials and Services,PU,PUEN,PUENSD,ESEN000003,ESEN,ES,Bureau of Environmental Services
ESEN000003,ENTERPRISE,PUENSD,IMS,10914,8383,14519,9801,11882,6862,115055,498,0,0,Development Review,Enterprise,Systems Development,Internal Materials and Services,PU,PUEN,PUENSD,ESEN000003,ESEN,ES,Bureau of Environmental Services
ESEN000003,ENTERPRISE,PUPPSC,EMS,0,0,100,0,0,0,0,0,0,0,Development Review,Enterprise,Source Control,External Materials and Services,PU,PUPP,PUPPSC,ESEN000003,ESEN,ES,Bureau of Environmental Services
ESEN000003,ENTERPRISE,PUWWCS,EMS,0,4493,0,0,0,0,0,0,0,0,Development Review,Enterprise,Collection System,External Materials and Services,PU,PUWW,PUWWCS,ESEN000003,ESEN,ES,Bureau of Environmental Services
ESEN000004,ENTERPRISE,PUAS00,EMS,0,0,25,0,0,985,0,0,0,0,Development Engineering,Enterprise,Administration & Support,External Materials and Services,PU,PUAS,PUAS00,ESEN000004,ESEN,ES,Bureau of Environmental Services
ESEN000004,ENTERPRISE,PUASBS,EMS,0,250,447,195,27,284,0,0,0,0,Development Engineering,Enterprise,Bureau Support,External Materials and Services,PU,PUAS,PUASBS,ESEN000004,ESEN,ES,Bureau of Environmental Services
ESEN000004,ENTERPRISE,PUASED,PERSONAL,6588,4822,17244,10653,7706,7713,6609,0,0,0,Development Engineering,Enterprise,Employee Development,Personnel Services,PU,PUAS,PUASED,ESEN000004,ESEN,ES,Bureau of Environmental Services
ESEN000004,ENTERPRISE,PUASED,EMS,0,0,60,0,0,35,810,0,0,0,Development Engineering,Enterprise,Employee Development,External Materials and Services,PU,PUAS,PUASED,ESEN000004,ESEN,ES,Bureau of Environmental Services
ESEN000004,ENTERPRISE,PUASFI,EMS,124,0,0,0,0,0,0,0,0,0,Development Engineering,Enterprise,Finance,External Materials and Services,PU,PUAS,PUASFI,ESEN000004,ESEN,ES,Bureau of Environmental Services
ESEN000004,ENTERPRISE,PUENAM,PERSONAL,31303,68835,32245,9377,7745,5417,12928,24124,0,0,Development Engineering,Enterprise,Asset Systems Management,Personnel Services,PU,PUEN,PUENAM,ESEN000004,ESEN,ES,Bureau of Environmental Services
ESEN000004,ENTERPRISE,PUENAM,EMS,35014,30280,4155,3865,2025,3501,32514,8850,0,0,Development Engineering,Enterprise,Asset Systems Management,External Materials and Services,PU,PUEN,PUENAM,ESEN000004,ESEN,ES,Bureau of Environmental Services
ESEN000004,ENTERPRISE,PUENAM,IMS,32062,41454,4922,268,791,5162,13110,26488,0,0,Development Engineering,Enterprise,Asset Systems Management,Internal Materials and Services,PU,PUEN,PUENAM,ESEN000004,ESEN,ES,Bureau of Environmental Services
ESEN000004,ENTERPRISE,PUENDE,PERSONAL,0,0,0,0,0,688,1034,85213,0,0,Development Engineering,Enterprise,Design,Personnel Services,PU,PUEN,PUENDE,ESEN000004,ESEN,ES,Bureau of Environmental Services
ESEN000004,ENTERPRISE,PUENDE,EMS,27,0,0,435,0,2533,419,0,0,0,Development Engineering,Enterprise,Design,External Materials and Services,PU,PUEN,PUENDE,ESEN000004,ESEN,ES,Bureau of Environmental Services
ESEN000004,ENTERPRISE,PUENDE,IMS,0,0,0,3425,666,1032,0,0,0,0,Development Engineering,Enterprise,Design,Internal Materials and Services,PU,PUEN,PUENDE,ESEN000004,ESEN,ES,Bureau of Environmental Services
ESEN000004,ENTERPRISE,PUENPM,EMS,35364,0,0,0,0,0,0,0,0,0,Development Engineering,Enterprise,Capital Program Mgmt & Controls,External Materials and Services,PU,PUEN,PUENPM,ESEN000004,ESEN,ES,Bureau of Environmental Services
ESEN000004,ENTERPRISE,PUENPM,IMS,0,0,0,0,0,4189,0,0,0,0,Development Engineering,Enterprise,Capital Program Mgmt & Controls,Internal Materials and Services,PU,PUEN,PUENPM,ESEN000004,ESEN,ES,Bureau of Environmental Services
ESEN000004,ENTERPRISE,PUENSD,PERSONAL,1027168,1197908,1222323,1260137,1179620,1038188,608411,186722,68870,87279,Development Engineering,Enterprise,Systems Development,Personnel Services,PU,PUEN,PUENSD,ESEN000004,ESEN,ES,Bureau of Environmental Services
ESEN000004,ENTERPRISE,PUENSD,EMS,151675,246208,243083,354693,364850,532574,294803,166961,1568,0,Development Engineering,Enterprise,Systems Development,External Materials and Services,PU,PUEN,PUENSD,ESEN000004,ESEN,ES,Bureau of Environmental Services
ESEN000004,ENTERPRISE,PUENSD,IMS,320165,292877,354752,375600,305135,416217,193564,161511,0,0,Development Engineering,Enterprise,Systems Development,Internal Materials and Services,PU,PUEN,PUENSD,ESEN000004,ESEN,ES,Bureau of Environmental Services
ESEN000004,ENTERPRISE,PUENSD,CAPITAL,0,0,0,0,24651,0,0,0,0,0,Development Engineering,Enterprise,Systems Development,Capital Outlay,PU,PUEN,PUENSD,ESEN000004,ESEN,ES,Bureau of Environmental Services
ESEN000005,ENTERPRISE,PUAS00,EMS,0,20,91,0,0,0,0,0,0,0,Stormwater Early Assistance,Enterprise,Administration & Support,External Materials and Services,PU,PUAS,PUAS00,ESEN000005,ESEN,ES,Bureau of Environmental Services
ESEN000005,ENTERPRISE,PUASBS,EMS,250,125,0,318,119,448,0,0,0,0,Stormwater Early Assistance,Enterprise,Bureau Support,External Materials and Services,PU,PUAS,PUASBS,ESEN000005,ESEN,ES,Bureau of Environmental Services
ESEN000005,ENTERPRISE,PUASED,PERSONAL,3046,4559,3157,6825,7076,5948,3064,0,0,0,Stormwater Early Assistance,Enterprise,Employee Development,Personnel Services,PU,PUAS,PUASED,ESEN000005,ESEN,ES,Bureau of Environmental Services
ESEN000005,ENTERPRISE,PUENDD,EMS,0,0,0,0,0,0,0,203,0,0,Stormwater Early Assistance,Enterprise,Downspout Disconnection,External Materials and Services,PU,PUEN,PUENDD,ESEN000005,ESEN,ES,Bureau of Environmental Services
ESEN000005,ENTERPRISE,PUENDE,EMS,27,0,0,0,0,0,0,0,0,0,Stormwater Early Assistance,Enterprise,Design,External Materials and Services,PU,PUEN,PUENDE,ESEN000005,ESEN,ES,Bureau of Environmental Services
ESEN000005,ENTERPRISE,PUENSD,PERSONAL,482025,482700,476534,455042,439929,411282,420842,214240,320938,260418,Stormwater Early Assistance,Enterprise,Systems Development,Personnel Services,PU,PUEN,PUENSD,ESEN000005,ESEN,ES,Bureau of Environmental Services
ESEN000005,ENTERPRISE,PUENSD,EMS,671,9590,5049,1390,2569,591,914,29443,1364,4607,Stormwater Early Assistance,Enterprise,Systems Development,External Materials and Services,PU,PUEN,PUENSD,ESEN000005,ESEN,ES,Bureau of Environmental Services
ESEN000005,ENTERPRISE,PUENSD,IMS,1199,1471,1107,1279,576,446,160,92,0,15,Stormwater Early Assistance,Enterprise,Systems Development,Internal Materials and Services,PU,PUEN,PUENSD,ESEN000005,ESEN,ES,Bureau of Environmental Services
ESEN000005,ENTERPRISE,PUWSSS,PERSONAL,47167,0,0,0,0,0,0,0,0,0,Stormwater Early Assistance,Enterprise,Sustainable Stormwater,Personnel Services,PU,PUWS,PUWSSS,ESEN000005,ESEN,ES,Bureau of Environmental Services
ESEN000006,ENTERPRISE,PUAS00,EMS,0,0,0,0,0,0,156,0,0,0,Design Administration,Enterprise,Administration & Support,External Materials and Services,PU,PUAS,PUAS00,ESEN000006,ESEN,ES,Bureau of Environmental Services
ESEN000006,ENTERPRISE,PUASBS,PERSONAL,0,113,0,0,168,0,0,0,0,0,Design Administration,Enterprise,Bureau Support,Personnel Services,PU,PUAS,PUASBS,ESEN000006,ESEN,ES,Bureau of Environmental Services
ESEN000006,ENTERPRISE,PUASBS,EMS,0,0,0,0,0,269,0,0,0,0,Design Administration,Enterprise,Bureau Support,External Materials and Services,PU,PUAS,PUASBS,ESEN000006,ESEN,ES,Bureau of Environmental Services
ESEN000006,ENTERPRISE,PUASED,PERSONAL,721,0,2812,0,0,0,0,0,0,0,Design Administration,Enterprise,Employee Development,Personnel Services,PU,PUAS,PUASED,ESEN000006,ESEN,ES,Bureau of Environmental Services
ESEN000006,ENTERPRISE,PUASED,EMS,0,0,0,0,0,0,0,46,0,0,Design Administration,Enterprise,Employee Development,External Materials and Services,PU,PUAS,PUASED,ESEN000006,ESEN,ES,Bureau of Environmental Services
ESEN000006,ENTERPRISE,PUEN00,EMS,0,0,0,2602,0,0,0,0,0,0,Design Administration,Enterprise,Engineering,External Materials and Services,PU,PUEN,PUEN00,ESEN000006,ESEN,ES,Bureau of Environmental Services
ESEN000006,ENTERPRISE,PUENAM,EMS,0,89,0,0,0,0,0,0,0,0,Design Administration,Enterprise,Asset Systems Management,External Materials and Services,PU,PUEN,PUENAM,ESEN000006,ESEN,ES,Bureau of Environmental Services
ESEN000006,ENTERPRISE,PUENDE,PERSONAL,198520,187208,179110,173847,176088,171155,174877,659658,253549,271370,Design Administration,Enterprise,Design,Personnel Services,PU,PUEN,PUENDE,ESEN000006,ESEN,ES,Bureau of Environmental Services
ESEN000006,ENTERPRISE,PUENDE,EMS,4730,2031,511,4682,4691,149000,19429,24831,5505,1366,Design Administration,Enterprise,Design,External Materials and Services,PU,PUEN,PUENDE,ESEN000006,ESEN,ES,Bureau of Environmental Services
ESEN000006,ENTERPRISE,PUENDE,IMS,4753,4337,4370,4995,5989,14757,8318,6705,0,54,Design Administration,Enterprise,Design,Internal Materials and Services,PU,PUEN,PUENDE,ESEN000006,ESEN,ES,Bureau of Environmental Services
ESEN000006,ENTERPRISE,PUENDE,CAPITAL,0,0,0,0,0,264,0,0,0,0,Design Administration,Enterprise,Design,Capital Outlay,PU,PUEN,PUENDE,ESEN000006,ESEN,ES,Bureau of Environmental Services
ESEN000007,ENTERPRISE,LAOMOM,IMS,0,0,0,0,0,0,0,46,0,0,Collection System Engineering,Enterprise,Operations and Maintenance,Internal Materials and Services,LA,LAOM,LAOMOM,ESEN000007,ESEN,ES,Bureau of Environmental Services
ESEN000007,ENTERPRISE,PUAS00,PERSONAL,0,0,0,0,0,0,152,0,0,0,Collection System Engineering,Enterprise,Administration & Support,Personnel Services,PU,PUAS,PUAS00,ESEN000007,ESEN,ES,Bureau of Environmental Services
ESEN000007,ENTERPRISE,PUAS00,EMS,0,0,0,0,0,22,0,0,0,0,Collection System Engineering,Enterprise,Administration & Support,External Materials and Services,PU,PUAS,PUAS00,ESEN000007,ESEN,ES,Bureau of Environmental Services
ESEN000007,ENTERPRISE,PUASAD,EMS,0,425,0,0,0,0,0,0,0,0,Collection System Engineering,Enterprise,Administration,External Materials and Services,PU,PUAS,PUASAD,ESEN000007,ESEN,ES,Bureau of Environmental Services
ESEN000007,ENTERPRISE,PUASBS,EMS,250,1000,4,1106,597,662,0,0,0,0,Collection System Engineering,Enterprise,Bureau Support,External Materials and Services,PU,PUAS,PUASBS,ESEN000007,ESEN,ES,Bureau of Environmental Services
ESEN000007,ENTERPRISE,PUASED,PERSONAL,46615,28688,24947,36218,20693,24966,16712,0,0,0,Collection System Engineering,Enterprise,Employee Development,Personnel Services,PU,PUAS,PUASED,ESEN000007,ESEN,ES,Bureau of Environmental Services
ESEN000007,ENTERPRISE,PUASED,EMS,3189,797,590,105,170,1035,1231,322,0,0,Collection System Engineering,Enterprise,Employee Development,External Materials and Services,PU,PUAS,PUASED,ESEN000007,ESEN,ES,Bureau of Environmental Services
ESEN000007,ENTERPRISE,PUASFI,EMS,0,0,0,0,0,0,2876,0,0,0,Collection System Engineering,Enterprise,Finance,External Materials and Services,PU,PUAS,PUASFI,ESEN000007,ESEN,ES,Bureau of Environmental Services
ESEN000007,ENTERPRISE,PUASIM,EMS,0,0,0,360,0,0,0,0,0,0,Collection System Engineering,Enterprise,Information Management,External Materials and Services,PU,PUAS,PUASIM,ESEN000007,ESEN,ES,Bureau of Environmental Services
ESEN000007,ENTERPRISE,PUEN00,PERSONAL,0,0,0,0,0,4549,1905,0,0,0,Collection System Engineering,Enterprise,Engineering,Personnel Services,PU,PUEN,PUEN00,ESEN000007,ESEN,ES,Bureau of Environmental Services
ESEN000007,ENTERPRISE,PUENAM,PERSONAL,0,-9,0,0,0,0,233,0,0,0,Collection System Engineering,Enterprise,Asset Systems Management,Personnel Services,PU,PUEN,PUENAM,ESEN000007,ESEN,ES,Bureau of Environmental Services
ESEN000007,ENTERPRISE,PUENCS,PERSONAL,0,0,0,23,0,0,0,0,0,0,Collection System Engineering,Enterprise,Construction Services,Personnel Services,PU,PUEN,PUENCS,ESEN000007,ESEN,ES,Bureau of Environmental Services
ESEN000007,ENTERPRISE,PUENDD,PERSONAL,0,0,0,0,0,0,0,182030,0,0,Collection System Engineering,Enterprise,Downspout Disconnection,Personnel Services,PU,PUEN,PUENDD,ESEN000007,ESEN,ES,Bureau of Environmental Services
ESEN000007,ENTERPRISE,PUENDD,EMS,0,0,0,0,0,0,0,96,0,0,Collection System Engineering,Enterprise,Downspout Disconnection,External Materials and Services,PU,PUEN,PUENDD,ESEN000007,ESEN,ES,Bureau of Environmental Services
ESEN000007,ENTERPRISE,PUENDE,PERSONAL,403479,414367,376494,430527,361813,330076,302886,152087,133668,30439,Collection System Engineering,Enterprise,Design,Personnel Services,PU,PUEN,PUENDE,ESEN000007,ESEN,ES,Bureau of Environmental Services
ESEN000007,ENTERPRISE,PUENDE,EMS,24659,5068,12380,6177,12414,10402,12148,4056,9908,66374,Collection System Engineering,Enterprise,Design,External Materials and Services,PU,PUEN,PUENDE,ESEN000007,ESEN,ES,Bureau of Environmental Services
ESEN000007,ENTERPRISE,PUENDE,IMS,5417,5826,4282,5066,3166,2108,1051,36279,0,0,Collection System Engineering,Enterprise,Design,Internal Materials and Services,PU,PUEN,PUENDE,ESEN000007,ESEN,ES,Bureau of Environmental Services
ESEN000007,ENTERPRISE,PUENPM,PERSONAL,0,-1,0,0,123,0,0,0,0,0,Collection System Engineering,Enterprise,Capital Program Mgmt & Controls,Personnel Services,PU,PUEN,PUENPM,ESEN000007,ESEN,ES,Bureau of Environmental Services
ESEN000007,ENTERPRISE,PUENPM,EMS,5243,0,0,0,0,0,0,0,0,0,Collection System Engineering,Enterprise,Capital Program Mgmt & Controls,External Materials and Services,PU,PUEN,PUENPM,ESEN000007,ESEN,ES,Bureau of Environmental Services
ESEN000007,ENTERPRISE,PUWSWR,EMS,125,0,0,0,0,0,0,0,0,0,Collection System Engineering,Enterprise,Watershed Revegetation,External Materials and Services,PU,PUWS,PUWSWR,ESEN000007,ESEN,ES,Bureau of Environmental Services
ESEN000008,ENTERPRISE,PUAS00,EMS,0,0,0,0,0,188,644,0,0,0,Surface Water Engineering,Enterprise,Administration & Support,External Materials and Services,PU,PUAS,PUAS00,ESEN000008,ESEN,ES,Bureau of Environmental Services
ESEN000008,ENTERPRISE,PUASBS,PERSONAL,3110,2301,634,6614,93,0,0,0,0,0,Surface Water Engineering,Enterprise,Bureau Support,Personnel Services,PU,PUAS,PUASBS,ESEN000008,ESEN,ES,Bureau of Environmental Services
ESEN000008,ENTERPRISE,PUASBS,EMS,250,0,0,2455,250,513,0,0,0,0,Surface Water Engineering,Enterprise,Bureau Support,External Materials and Services,PU,PUAS,PUASBS,ESEN000008,ESEN,ES,Bureau of Environmental Services
ESEN000008,ENTERPRISE,PUASED,PERSONAL,37730,18678,19998,12370,3739,2459,3346,0,0,0,Surface Water Engineering,Enterprise,Employee Development,Personnel Services,PU,PUAS,PUASED,ESEN000008,ESEN,ES,Bureau of Environmental Services
ESEN000008,ENTERPRISE,PUASED,EMS,0,60,60,243,0,48,46,0,0,0,Surface Water Engineering,Enterprise,Employee Development,External Materials and Services,PU,PUAS,PUASED,ESEN000008,ESEN,ES,Bureau of Environmental Services
ESEN000008,ENTERPRISE,PUENAM,PERSONAL,-19,0,-84,0,78,43,107,0,0,0,Surface Water Engineering,Enterprise,Asset Systems Management,Personnel Services,PU,PUEN,PUENAM,ESEN000008,ESEN,ES,Bureau of Environmental Services
ESEN000008,ENTERPRISE,PUENAM,EMS,0,0,748,0,0,0,0,0,0,0,Surface Water Engineering,Enterprise,Asset Systems Management,External Materials and Services,PU,PUEN,PUENAM,ESEN000008,ESEN,ES,Bureau of Environmental Services
ESEN000008,ENTERPRISE,PUENDE,PERSONAL,320946,435055,357967,447390,439122,478788,394622,177642,144677,129876,Surface Water Engineering,Enterprise,Design,Personnel Services,PU,PUEN,PUENDE,ESEN000008,ESEN,ES,Bureau of Environmental Services
ESEN000008,ENTERPRISE,PUENDE,EMS,9888,1214,6071,3887,3660,3863,3995,3776,5735,9540,Surface Water Engineering,Enterprise,Design,External Materials and Services,PU,PUEN,PUENDE,ESEN000008,ESEN,ES,Bureau of Environmental Services
ESEN000008,ENTERPRISE,PUENDE,IMS,3487,2534,2527,2712,2587,2194,1525,759,0,0,Surface Water Engineering,Enterprise,Design,Internal Materials and Services,PU,PUEN,PUENDE,ESEN000008,ESEN,ES,Bureau of Environmental Services
ESEN000008,ENTERPRISE,PUENPM,PERSONAL,151,0,0,112,55,0,0,0,0,0,Surface Water Engineering,Enterprise,Capital Program Mgmt & Controls,Personnel Services,PU,PUEN,PUENPM,ESEN000008,ESEN,ES,Bureau of Environmental Services
ESEN000009,ENTERPRISE,PUASBS,EMS,0,0,125,209,3031,0,0,0,0,0,Wastewater Engineering,Enterprise,Bureau Support,External Materials and Services,PU,PUAS,PUASBS,ESEN000009,ESEN,ES,Bureau of Environmental Services
ESEN000009,ENTERPRISE,PUASED,PERSONAL,65896,38635,59687,28655,21238,27059,16515,1099,0,0,Wastewater Engineering,Enterprise,Employee Development,Personnel Services,PU,PUAS,PUASED,ESEN000009,ESEN,ES,Bureau of Environmental Services
ESEN000009,ENTERPRISE,PUASED,EMS,712,0,180,160,6260,411,70,186,0,0,Wastewater Engineering,Enterprise,Employee Development,External Materials and Services,PU,PUAS,PUASED,ESEN000009,ESEN,ES,Bureau of Environmental Services
ESEN000009,ENTERPRISE,PUASFI,EMS,0,0,0,0,0,0,1130,0,0,0,Wastewater Engineering,Enterprise,Finance,External Materials and Services,PU,PUAS,PUASFI,ESEN000009,ESEN,ES,Bureau of Environmental Services
ESEN000009,ENTERPRISE,PUEN00,EMS,0,0,0,0,39,0,0,110,0,0,Wastewater Engineering,Enterprise,Engineering,External Materials and Services,PU,PUEN,PUEN00,ESEN000009,ESEN,ES,Bureau of Environmental Services
ESEN000009,ENTERPRISE,PUENAM,PERSONAL,0,926,0,0,2,11,4,0,0,0,Wastewater Engineering,Enterprise,Asset Systems Management,Personnel Services,PU,PUEN,PUENAM,ESEN000009,ESEN,ES,Bureau of Environmental Services
ESEN000009,ENTERPRISE,PUENAM,EMS,0,0,0,0,4499,0,0,0,0,0,Wastewater Engineering,Enterprise,Asset Systems Management,External Materials and Services,PU,PUEN,PUENAM,ESEN000009,ESEN,ES,Bureau of Environmental Services
ESEN000009,ENTERPRISE,PUENDE,PERSONAL,676267,520714,502818,510602,453396,384640,441898,231738,110812,128323,Wastewater Engineering,Enterprise,Design,Personnel Services,PU,PUEN,PUENDE,ESEN000009,ESEN,ES,Bureau of Environmental Services
ESEN000009,ENTERPRISE,PUENDE,EMS,358490,21511,-44351,77806,15022,29546,46569,18354,17269,52716,Wastewater Engineering,Enterprise,Design,External Materials and Services,PU,PUEN,PUENDE,ESEN000009,ESEN,ES,Bureau of Environmental Services
ESEN000009,ENTERPRISE,PUENDE,IMS,19272,15120,16832,14172,12129,7294,5242,4168,0,10047,Wastewater Engineering,Enterprise,Design,Internal Materials and Services,PU,PUEN,PUENDE,ESEN000009,ESEN,ES,Bureau of Environmental Services
ESEN000009,ENTERPRISE,PUENPM,PERSONAL,309,598,2,0,0,34,0,0,0,0,Wastewater Engineering,Enterprise,Capital Program Mgmt & Controls,Personnel Services,PU,PUEN,PUENPM,ESEN000009,ESEN,ES,Bureau of Environmental Services
ESEN000009,ENTERPRISE,PUENPM,CAPITAL,0,0,0,0,0,13995,0,0,0,0,Wastewater Engineering,Enterprise,Capital Program Mgmt & Controls,Capital Outlay,PU,PUEN,PUENPM,ESEN000009,ESEN,ES,Bureau of Environmental Services
ESEN000009,ENTERPRISE,PUENSD,PERSONAL,92047,142019,86210,99099,55011,46226,24169,0,0,0,Wastewater Engineering,Enterprise,Systems Development,Personnel Services,PU,PUEN,PUENSD,ESEN000009,ESEN,ES,Bureau of Environmental Services
ESEN000009,ENTERPRISE,PUENSD,EMS,1291,12997,325816,570874,90646,648,3391,0,0,0,Wastewater Engineering,Enterprise,Systems Development,External Materials and Services,PU,PUEN,PUENSD,ESEN000009,ESEN,ES,Bureau of Environmental Services
ESEN000009,ENTERPRISE,PUENSD,IMS,0,0,1201,0,8625,0,0,0,0,0,Wastewater Engineering,Enterprise,Systems Development,Internal Materials and Services,PU,PUEN,PUENSD,ESEN000009,ESEN,ES,Bureau of Environmental Services
ESEN000009,ENTERPRISE,PUWSWM,EMS,0,0,0,0,0,340,0,0,0,0,Wastewater Engineering,Enterprise,Watershed Management,External Materials and Services,PU,PUWS,PUWSWM,ESEN000009,ESEN,ES,Bureau of Environmental Services
ESEN000009,ENTERPRISE,PUWSWR,EMS,0,0,360,0,0,0,0,0,0,0,Wastewater Engineering,Enterprise,Watershed Revegetation,External Materials and Services,PU,PUWS,PUWSWR,ESEN000009,ESEN,ES,Bureau of Environmental Services
ESEN000009,ENTERPRISE,PUWWCS,EMS,0,0,0,0,0,0,739,0,0,0,Wastewater Engineering,Enterprise,Collection System,External Materials and Services,PU,PUWW,PUWWCS,ESEN000009,ESEN,ES,Bureau of Environmental Services
ESEN000010,ENTERPRISE,PUAS00,EMS,0,0,81,0,0,577,139,0,0,0,Materials Testing Lab Administration,Enterprise,Administration & Support,External Materials and Services,PU,PUAS,PUAS00,ESEN000010,ESEN,ES,Bureau of Environmental Services
ESEN000010,ENTERPRISE,PUASBS,EMS,0,0,0,0,29,0,0,0,0,0,Materials Testing Lab Administration,Enterprise,Bureau Support,External Materials and Services,PU,PUAS,PUASBS,ESEN000010,ESEN,ES,Bureau of Environmental Services
